date,mine,nps_score,first_name,last_name,customer_observations
20-02-2024,RADOMIRO TOMIC,9,SHAWN,ESCOBAR BALLESTEROS,"WE'RE CURRENTLY TRIALING THE RADAR, LASER DELIVERING DATA VISUALIZATION DASHBOARD. THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
21-02-2024,RED DRILLING PLC,9,LARRY,JONES,"GP PROVIDES A VERY GOOD SERVICE, BUT WHEN I WORKED IN GEOTECHNICS, THERE WERE SOME MANAGEMENT PROBLEMS, MORE ON THE PART OF GERDAU THAN GP ITSELF, THE MANAGEMENT WAS NOT PROPER DONE AND GP WAS UNABLE TO DEVELOP IN THE BEST WAY."
22-02-2024,DMH,7,ANDREA,DARLINGTON,"OUR SITE RELIES ON THE RADAR, GROUND MOVEMENT DETECTOR THAT COMES WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
22-02-2024,REGIS RESOURCES,9,ANTHONY,MOLOIGASWE,"WE'RE CURRENTLY TRIALING THE LASER, RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR WHICH INCLUDES PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE SUPPORT DESK, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
22-02-2024,COLLINSVILLE COLLIERY,8,LYNN,MARTINS,"WE'VE INSTALLED SEISMIC SENSOR, RADAR DELIVERING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE SUPPORT DESK, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
23-02-2024,HAIL CREEK COLLIERY,7,KEVIN,HICKS,"WE'RE USING THE SEISMIC SENSOR, RADAR, LASER, GROUND MOVEMENT DETECTOR WHICH INCLUDES REAL-TIME ALERTS. THEIR REMOTE DIAGNOSTICS, 24/7 MONITORING, SUPPORT DESK, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
23-02-2024,GLENCORE AUSTRALIA,8,NATHANIEL,GARCIA ESPINOZA,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR THAT COMES WITH PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
23-02-2024,EL SALVADOR,10,RYAN,VORSTER,"WE'RE USING THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THEIR 24/7 MONITORING HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
23-02-2024,LAKE LINDSAY - CAPCOAL,10,WILLIAM,SPACKMAN,"WE'RE USING THE LASER WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
24-02-2024,REGIS RESOURCES,8,DANIELLE,BASSON,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, RADAR WHICH INCLUDES REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
24-02-2024,GRUYERE GOLD MINE,8,DESTINY,GIRAUD,"OUR SITE RELIES ON THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR, LASER THAT COMES WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THE SUPPORT DESK, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
25-02-2024,CADIA VALLEY OPERATIONS (CVO),10,IAN,LU,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
25-02-2024,VALE CARAJAS,6,JASMINE,SHIJIRBAATAR,"WE'RE USING THE GROUND MOVEMENT DETECTOR, LASER DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
25-02-2024,ANGLOAMERICAN BARRO ALTO,9,MICHAEL,MWAMBA,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, LASER, RADAR PROVIDING REAL-TIME ALERTS. THE REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
25-02-2024,PT PAMAPERSADA NUSANTARA (PAMA),10,WILLIAM,EDWARDS,"WE'VE INSTALLED LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
25-02-2024,SOUTHERN MINERALS INC,7,AMANDA,SANDOVAL,"I'M PRETTY NEW TO THE ROLE AND WE NEED MORE COMPETENCY TRAINING ON HOW TO OPERATE THE RADAR, ESPECIALLY ON THE DATA ANALYSIS. I'VE HEARD FROM A COLLEAGUE THAT THERE ARE OTHER BRANDS  THAT'S A BIT MORE CONVENIENT TO USE THAN COMPANY. IF YOU COULD GENERATE AUTOMATIC INTERPRETATION/ANALYSIS OF DATA AND REMOVE ERRORS AND FALSE ALARMS ESPECIALLY AT NIGHT WHICH ARE DISRUPTING OUR SLEEP, THAT WOULD BE BETTER."
27-02-2024,COIMOLACHE,9,HEATHER,RIBERS,"OUR SITE RELIES ON THE RADAR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
27-02-2024,LA CARIDAD COPPER MINE,6,MELISSA,TEJADA JR.,"WE'VE INSTALLED LASER WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE SUPPORT DESK, ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
28-02-2024,NORTHERN ORE LTD,10,CRYSTAL,DANIELS,"NO COMMENTS OR SUGGESTIONS, I'M SATISFIED."
29-02-2024,CERRO VERDE,8,JOSE,FOWLES,"WE'RE USING THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR, LASER DELIVERING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, SUPPORT DESK, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
29-02-2024,COLLAHUASI,9,JOSEPH,MASHIATSHITI,"WE'RE CURRENTLY TRIALING THE LASER DELIVERING REAL-TIME ALERTS. SUPPORT FROM THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
02-03-2024,EL SALVADOR,10,SANDRA,PSIUK,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR THAT COMES WITH PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
06-03-2024,MUTANDA MINE,9,MELISSA,SIACITI,"WE'VE INSTALLED SEISMIC SENSOR, GROUND MOVEMENT DETECTOR THAT COMES WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'RE PLEASED WITH THE SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
06-03-2024,VALLOUREC,7,SCOTT,ARELLANO,"WE GOT THE LASER, GROUND MOVEMENT DETECTOR, RADAR WHICH INCLUDES REAL-TIME ALERTS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
06-03-2024,BHP QUEENSLAND COAL,9,SCOTT,VALDERAS,"WE'RE USING THE LASER, RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
07-03-2024,PHU BIA,8,CRYSTAL,PRABAWA,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, RADAR, LASER PROVIDING REAL-TIME ALERTS. WE'VE BENEFITED FROM THE 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
07-03-2024,ST IVES GOLD MINE,10,MARK,MPOFU,"OUR SITE RELIES ON THE LASER, GROUND MOVEMENT DETECTOR DELIVERING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE 24/7 MONITORING, ONSITE INSTALLATION, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
09-03-2024,DIAVIK DIAMOND MINE - SURFACE OPS,7,BRIAN,COUTINHO,"WE'VE INSTALLED LASER THAT COMES WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
09-03-2024,VALE SALOBO,9,WHITNEY,GARCIA ESPINOZA,"WE'RE USING THE LASER WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THEIR MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
10-03-2024,MUTANDA MINE,6,DAVID,MALESA,"WE'RE USING THE LASER EQUIPPED WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. SUPPORT FROM THE ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
10-03-2024,PT ADARO INDONESIA TBK,6,FRANK,PSIUK,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS. APPRECIATE THE MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
11-03-2024,SISHEN MINE,7,JOHN,LOFSTEDT,"OUR SITE RELIES ON THE SEISMIC SENSOR, RADAR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, REMOTE DIAGNOSTICS, SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
12-03-2024,LIHIR GOLD MINE,10,ANDREW,SNYDERS,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR THAT COMES WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR ONSITE INSTALLATION HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
12-03-2024,VALE GONGO SOCO,10,KEVIN,MANN,"THE TEAM DEPLOYED RADAR, LASER WHICH INCLUDES PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. APPRECIATE THE REMOTE DIAGNOSTICS, SUPPORT DESK, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
12-03-2024,HAIL CREEK COLLIERY,7,LISA,QUINZACARA FERRADA,"WE GOT THE LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
12-03-2024,"SHENHUA GROUP ZHUNGER ENERGY CO., LTD HEIDAIGOU COAL MINE ??????????????????",9,RUSSELL,DEVINE,"THE TEAM DEPLOYED RADAR, GROUND MOVEMENT DETECTOR THAT COMES WITH DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE MAINTENANCE SERVICE, 24/7 MONITORING, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
13-03-2024,ATLANTIC NICKEL,8,DANIEL,BRANCH,"WE'VE INSTALLED LASER WHICH INCLUDES DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. SUPPORT FROM THE ONSITE INSTALLATION, 24/7 MONITORING, SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
13-03-2024,SUMMIT MINING INC,10,STEVEN,WATSON,GREAT PRODUCT! IT’S VERY HELPFUL FOR OUR COMPANY!
14-03-2024,"CHINA RAILWAY RESOURCE GROUP EXPLORATION&DESIGN CO., LTD ??????????????",8,DEBRA,ÁVILA,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR FEATURING REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR MAINTENANCE SERVICE HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
15-03-2024,DAWSON,10,JAMES,FOWLES,"THE TEAM DEPLOYED SEISMIC SENSOR THAT COMES WITH REAL-TIME ALERTS. THEIR REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
15-03-2024,ALUMBRERA,8,KAREN,PRAMUJI,"WE'RE USING THE GROUND MOVEMENT DETECTOR, RADAR, LASER EQUIPPED WITH REAL-TIME ALERTS. THEIR 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
15-03-2024,SIERRITA,10,KATELYN,PRABAWA,"WE'RE USING THE RADAR, GROUND MOVEMENT DETECTOR, LASER PROVIDING REAL-TIME ALERTS. THEIR SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
15-03-2024,GRASBERG GOLD MINE,10,MICHAEL,GARCIA ESPINOZA,"WE GOT THE RADAR THAT COMES WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
17-03-2024,PENASQUITO GOLD MINE,10,ALVIN,IRELAND,"WE GOT THE RADAR, LASER PROVIDING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE 24/7 MONITORING, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
17-03-2024,CANADIAN MALARTIC,10,COURTNEY,MARTINEZ DUQUE,"WE'RE USING THE LASER, SEISMIC SENSOR EQUIPPED WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
17-03-2024,ELITE EXPLORATION PLC,10,KEVIN,POTTS,NONE.
18-03-2024,PT PERKASA INAKAKERTA,10,BRETT,DLOKWENI,"WE'RE CURRENTLY TRIALING THE LASER, SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR WHICH INCLUDES REAL-TIME ALERTS. WE'RE PLEASED WITH THE MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
18-03-2024,QUELLAVECO,8,JAMES,LAIRD,"WE GOT THE RADAR, SEISMIC SENSOR, LASER PROVIDING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, SUPPORT DESK, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
18-03-2024,ANDINA,8,LAURA,QUINZACARA FERRADA,"OUR SITE RELIES ON THE RADAR EQUIPPED WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
19-03-2024,LIHIR GOLD MINE,9,JAMES,SALEM,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, RADAR, LASER, SEISMIC SENSOR EQUIPPED WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
20-03-2024,SAVAGE RIVER,9,JOSEPH,CASTILLO,"WE'RE USING THE RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR DELIVERING REAL-TIME ALERTS. WE'RE PLEASED WITH THE SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
20-03-2024,GREEN DIGS INC,8,MELISSA,CLARK,"COMPANY IS EXCELLENT NOT ONLY IN RADAR MONITORING BUT ALSO IN TERMS OF SUPPORT, PROVIDING GOOD ENGINEER SERVICES. I CAN'T THINK OF ANY SUGGESTIONS FOR IMPROVEMENT."
21-03-2024,HIDROELECTRICA HIDROITUANGO,7,SABRINA,RISYANA,"OUR SITE RELIES ON THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER, RADAR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THE ONSITE INSTALLATION, SUPPORT DESK, 24/7 MONITORING, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
21-03-2024,MEADOWBANK MINE,8,SEAN,GUITIERREZ,"WE'RE USING THE RADAR, LASER, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
22-03-2024,CONSULTORA GEOANDINA,10,ABIGAIL,SIAME,"WE'RE USING THE RADAR EQUIPPED WITH DATA VISUALIZATION DASHBOARD. THEIR 24/7 MONITORING, REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
22-03-2024,GOLD ORE PARTNERS,10,STEVEN,MILLER,"I RECOMMEND COMPANY BECAUSE OF THEIR SERVICE, FOR EXAMPLE, WHEN THEY HAVE AN ISSUE IN THE RADAR, THE TECHNICIANS ARE AVAILABLE ON FIELD, SOLVED VERY QUICKLY, WITH CLARIFICATION AND ACCURACY IN THE DATA. WE HAVE A GOOD RELATIONSHIP WITH THE SUPPORT TEAM FOR OUR TWO RADARS."
23-03-2024,YARA BRASIL,8,KAREN,PALANI,"WE'VE INSTALLED SEISMIC SENSOR EQUIPPED WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. APPRECIATE THE REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
24-03-2024,SABODALA GOLD MINE,9,JAMES,ZHANG,"OUR SITE RELIES ON THE RADAR PROVIDING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE MAINTENANCE SERVICE, SUPPORT DESK HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
24-03-2024,ELKVIEW COAL,10,NANCY,KASONGO,"WE'RE USING THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR, LASER EQUIPPED WITH REAL-TIME ALERTS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, 24/7 MONITORING, SUPPORT DESK, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
24-03-2024,ST IVES GOLD MINE,9,RAYMOND,YOUNG,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS. THE ONSITE INSTALLATION HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
25-03-2024,EL TORO,8,ANTHONY,AIRES,"OUR SITE RELIES ON THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR, LASER THAT COMES WITH PREDICTIVE ANALYTICS. THEIR SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
25-03-2024,LAKE LINDSAY - CAPCOAL,9,BRENT,GU,WE'RE USING THE RADAR PROVIDING DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA.
25-03-2024,GLOBAL MINING PLC,8,TIFFANY,COLLINS,"THE SERVICE IS GOOD, SO FAR WE HAVEN'T REALLY HAD ANY MAJOR PROBLEMS, BUT I GUESS THEY NEED IMPROVEMENT ON THE MONITORIQ SOFTWARE. THERE HAS BEEN NO PROBLEM WITH THE XT SERIES BUT FOR THE FX SERIES, THE DATA ACQUISITION IS NOT CONTINUOUS, THERE ARE MISSING DATA IN THE FUTURE 15-20 MINUTES."
26-03-2024,ASANKO GOLD INC,6,SAMANTHA,MARTINS,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
27-03-2024,LA SINO-CONGOLAISE DES MINES S.A. ??????????,10,CHRISTINE,P. LOZADA,"WE'RE USING THE LASER, SEISMIC SENSOR FEATURING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THEIR ONSITE INSTALLATION HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
27-03-2024,CONSULTORA GEOANDINA,6,JOSEPH,GUNARIS,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, LASER, RADAR PROVIDING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
27-03-2024,COPPER GEOTECH HOLDINGS,10,JOSHUA,BUCHANAN,"I AM QUITE SATISFIED WITH THE TECHNOLOGY AND THE SUPPORT THAT COMPANY OFFERS. WE HAVEN'T HAD ANY PROBLEMS WITH THEM. IN TERMS OF SOFTWARE, WE PROBABLY JUST NEED MORE COMPREHENSIVE OR THOROUGH TRAINING ON ITS USE."
